col;num;pattern
LowQualFinSF;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
LowQualFinSF;17;'^\d{1,2}$'
LowQualFinSF;18;'^\d$'
LowQualFinSF;19;'^\d{4}$'
LowQualFinSF;20;'^\d{4}$'
LowQualFinSF;21;'^[A-Z][a-z]+$'
LowQualFinSF;22;'^[A-Za-z]+$^Tar\&Grv$'
LowQualFinSF;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
LowQualFinSF;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
LowQualFinSF;25;'^[A-Za-z]+$'
LowQualFinSF;26;'^nan$^\d+\.0$'
LowQualFinSF;27;'^[A-Za-z]{2}$'
LowQualFinSF;28;'^[A-Za-z]{2}$'
LowQualFinSF;29;'^[A-Za-z]{4,6}$'
LowQualFinSF;30;'^[A-Za-z]{2,3}$'
LowQualFinSF;31;'^[A-Za-z]{2,3}$'
LowQualFinSF;32;'^[A-Za-z]{2,3}$'
LowQualFinSF;33;'^[A-Za-z]{3}$'
LowQualFinSF;34;'^\d+$'
LowQualFinSF;35;'^[A-Za-z]{3}$'
LowQualFinSF;36;'^\d+$'
LowQualFinSF;37;'^\d+$'
LowQualFinSF;38;'^\d+$'
LowQualFinSF;39;'^[A-Za-z]{4,5}$'
LowQualFinSF;40;'^[A-Za-z]{2}$'
LowQualFinSF;41;'^[A-Z]$'
LowQualFinSF;42;'^[A-Za-z]{3,5}$'
LowQualFinSF;43;'^\d{3,4}$'
LowQualFinSF;44;'^\d+$'
LowQualFinSF;45;'^\d{1,3}$'
GrLivArea;0;'^\d+$'
GrLivArea;1;'^\d{2,3}$'
GrLivArea;2;'^[A-Z]{2}$^C \(all\)$'
GrLivArea;3;'^nan$^\d{2,3}\.0$'
GrLivArea;4;'^\d{4,6}$'
GrLivArea;5;'^[A-Z][a-z]{3}$'
GrLivArea;6;'^[A-Za-z]{3,4}$'
GrLivArea;7;'^[A-Za-z0-9]{3}$'
GrLivArea;8;'^[A-Za-z]{3}$'
GrLivArea;9;'^[A-Za-z]{6}$'
GrLivArea;10;'^[A-Za-z0-9]+$'
GrLivArea;11;'^[A-Z][a-z]{2}$'
GrLivArea;12;'^[A-Za-z]{5,7}$'
GrLivArea;13;'^[A-Za-z]{4,6}$'
GrLivArea;14;'^[A-Za-z]{4,6}$'
GrLivArea;15;'^[A-Za-z0-9]{4,6}$'
GrLivArea;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
GrLivArea;17;'^\d{1,2}$'
GrLivArea;18;'^\d$'
GrLivArea;19;'^\d{4}$'
GrLivArea;20;'^\d{4}$'
GrLivArea;21;'^[A-Z][a-z]+$'
GrLivArea;22;'^[A-Za-z]+$^Tar\&Grv$'
GrLivArea;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
GrLivArea;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
GrLivArea;25;'^[A-Za-z]+$'
GrLivArea;26;'^nan$^\d+\.0$'
GrLivArea;27;'^[A-Za-z]{2}$'
GrLivArea;28;'^[A-Za-z]{2}$'
GrLivArea;29;'^[A-Za-z]{4,6}$'
GrLivArea;30;'^[A-Za-z]{2,3}$'
GrLivArea;31;'^[A-Za-z]{2,3}$'
GrLivArea;32;'^[A-Za-z]{2,3}$'
GrLivArea;33;'^[A-Za-z]{3}$'
GrLivArea;34;'^\d+$'
GrLivArea;35;'^[A-Za-z]{3}$'
GrLivArea;36;'^\d+$'
GrLivArea;37;'^\d+$'
GrLivArea;38;'^\d+$'
GrLivArea;39;'^[A-Za-z]{4,5}$'
GrLivArea;40;'^[A-Za-z]{2}$'
GrLivArea;41;'^[A-Z]$'
GrLivArea;42;'^[A-Za-z]{3,5}$'
GrLivArea;43;'^\d{3,4}$'
GrLivArea;44;'^\d+$'
GrLivArea;45;'^\d{1,3}$'
GrLivArea;46;'^\d{3,4}$'
BsmtFullBath;0;'^\d+$'
BsmtFullBath;1;'^\d{2,3}$'
BsmtFullBath;2;'^[A-Z]{2}$^C \(all\)$'
BsmtFullBath;3;'^nan$^\d{2,3}\.0$'
BsmtFullBath;4;'^\d{4,6}$'
BsmtFullBath;5;'^[A-Z][a-z]{3}$'
BsmtFullBath;6;'^[A-Za-z]{3,4}$'
BsmtFullBath;7;'^[A-Za-z0-9]{3}$'
BsmtFullBath;8;'^[A-Za-z]{3}$'
BsmtFullBath;9;'^[A-Za-z]{6}$'
BsmtFullBath;10;'^[A-Za-z0-9]+$'
BsmtFullBath;11;'^[A-Z][a-z]{2}$'
BsmtFullBath;12;'^[A-Za-z]{5,7}$'
BsmtFullBath;13;'^[A-Za-z]{4,6}$'
BsmtFullBath;14;'^[A-Za-z]{4,6}$'
BsmtFullBath;15;'^[A-Za-z0-9]{4,6}$'
BsmtFullBath;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtFullBath;17;'^\d{1,2}$'
BsmtFullBath;18;'^\d$'
BsmtFullBath;19;'^\d{4}$'
BsmtFullBath;20;'^\d{4}$'
BsmtFullBath;21;'^[A-Z][a-z]+$'
BsmtFullBath;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtFullBath;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtFullBath;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtFullBath;25;'^[A-Za-z]+$'
BsmtFullBath;26;'^nan$^\d+\.0$'
BsmtFullBath;27;'^[A-Za-z]{2}$'
BsmtFullBath;28;'^[A-Za-z]{2}$'
BsmtFullBath;29;'^[A-Za-z]{4,6}$'
BsmtFullBath;30;'^[A-Za-z]{2,3}$'
BsmtFullBath;31;'^[A-Za-z]{2,3}$'
BsmtFullBath;32;'^[A-Za-z]{2,3}$'
BsmtFullBath;33;'^[A-Za-z]{3}$'
BsmtFullBath;34;'^\d+$'
BsmtFullBath;35;'^[A-Za-z]{3}$'
BsmtFullBath;36;'^\d+$'
BsmtFullBath;37;'^\d+$'
BsmtFullBath;38;'^\d+$'
BsmtFullBath;39;'^[A-Za-z]{4,5}$'
BsmtFullBath;40;'^[A-Za-z]{2}$'
BsmtFullBath;41;'^[A-Z]$'
BsmtFullBath;42;'^[A-Za-z]{3,5}$'
BsmtFullBath;43;'^\d{3,4}$'
BsmtFullBath;44;'^\d+$'
BsmtFullBath;45;'^\d{1,3}$'
BsmtFullBath;46;'^\d{3,4}$'
BsmtFullBath;47;'^\d$'
BsmtHalfBath;0;'^\d+$'
BsmtHalfBath;1;'^\d{2,3}$'
BsmtHalfBath;2;'^[A-Z]{2}$^C \(all\)$'
BsmtHalfBath;3;'^nan$^\d{2,3}\.0$'
BsmtHalfBath;4;'^\d{4,6}$'
BsmtHalfBath;5;'^[A-Z][a-z]{3}$'
BsmtHalfBath;6;'^[A-Za-z]{3,4}$'
BsmtHalfBath;7;'^[A-Za-z0-9]{3}$'
BsmtHalfBath;8;'^[A-Za-z]{3}$'
BsmtHalfBath;9;'^[A-Za-z]{6}$'
BsmtHalfBath;10;'^[A-Za-z0-9]+$'
BsmtHalfBath;11;'^[A-Z][a-z]{2}$'
BsmtHalfBath;12;'^[A-Za-z]{5,7}$'
BsmtHalfBath;13;'^[A-Za-z]{4,6}$'
BsmtHalfBath;14;'^[A-Za-z]{4,6}$'
BsmtHalfBath;15;'^[A-Za-z0-9]{4,6}$'
BsmtHalfBath;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtHalfBath;17;'^\d{1,2}$'
BsmtHalfBath;18;'^\d$'
BsmtHalfBath;19;'^\d{4}$'
BsmtHalfBath;20;'^\d{4}$'
BsmtHalfBath;21;'^[A-Z][a-z]+$'
BsmtHalfBath;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtHalfBath;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtHalfBath;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtHalfBath;25;'^[A-Za-z]+$'
BsmtHalfBath;26;'^nan$^\d+\.0$'
BsmtHalfBath;27;'^[A-Za-z]{2}$'
BsmtHalfBath;28;'^[A-Za-z]{2}$'
BsmtHalfBath;29;'^[A-Za-z]{4,6}$'
BsmtHalfBath;30;'^[A-Za-z]{2,3}$'
BsmtHalfBath;31;'^[A-Za-z]{2,3}$'
BsmtHalfBath;32;'^[A-Za-z]{2,3}$'
BsmtHalfBath;33;'^[A-Za-z]{3}$'
BsmtHalfBath;34;'^\d+$'
BsmtHalfBath;35;'^[A-Za-z]{3}$'
BsmtHalfBath;36;'^\d+$'
BsmtHalfBath;37;'^\d+$'
BsmtHalfBath;38;'^\d+$'
BsmtHalfBath;39;'^[A-Za-z]{4,5}$'
BsmtHalfBath;40;'^[A-Za-z]{2}$'
BsmtHalfBath;41;'^[A-Z]$'
BsmtHalfBath;42;'^[A-Za-z]{3,5}$'
BsmtHalfBath;43;'^\d{3,4}$'
BsmtHalfBath;44;'^\d+$'
BsmtHalfBath;45;'^\d{1,3}$'
BsmtHalfBath;46;'^\d{3,4}$'
BsmtHalfBath;47;'^\d$'
BsmtHalfBath;48;'^\d$'
FullBath;0;'^\d+$'
FullBath;1;'^\d{2,3}$'
FullBath;2;'^[A-Z]{2}$^C \(all\)$'
FullBath;3;'^nan$^\d{2,3}\.0$'
FullBath;4;'^\d{4,6}$'
FullBath;5;'^[A-Z][a-z]{3}$'
FullBath;6;'^[A-Za-z]{3,4}$'
FullBath;7;'^[A-Za-z0-9]{3}$'
FullBath;8;'^[A-Za-z]{3}$'
FullBath;9;'^[A-Za-z]{6}$'
FullBath;10;'^[A-Za-z0-9]+$'
FullBath;11;'^[A-Z][a-z]{2}$'
FullBath;12;'^[A-Za-z]{5,7}$'
FullBath;13;'^[A-Za-z]{4,6}$'
FullBath;14;'^[A-Za-z]{4,6}$'
FullBath;15;'^[A-Za-z0-9]{4,6}$'
FullBath;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
FullBath;17;'^\d{1,2}$'
FullBath;18;'^\d$'
FullBath;19;'^\d{4}$'
FullBath;20;'^\d{4}$'
FullBath;21;'^[A-Z][a-z]+$'
FullBath;22;'^[A-Za-z]+$^Tar\&Grv$'
FullBath;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
FullBath;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
FullBath;25;'^[A-Za-z]+$'
FullBath;26;'^nan$^\d+\.0$'
FullBath;27;'^[A-Za-z]{2}$'
FullBath;28;'^[A-Za-z]{2}$'
FullBath;29;'^[A-Za-z]{4,6}$'
FullBath;30;'^[A-Za-z]{2,3}$'
FullBath;31;'^[A-Za-z]{2,3}$'
FullBath;32;'^[A-Za-z]{2,3}$'
FullBath;33;'^[A-Za-z]{3}$'
FullBath;34;'^\d+$'
FullBath;35;'^[A-Za-z]{3}$'
FullBath;36;'^\d+$'
FullBath;37;'^\d+$'
FullBath;38;'^\d+$'
FullBath;39;'^[A-Za-z]{4,5}$'
FullBath;40;'^[A-Za-z]{2}$'
FullBath;41;'^[A-Z]$'
FullBath;42;'^[A-Za-z]{3,5}$'
FullBath;43;'^\d{3,4}$'
FullBath;44;'^\d+$'
FullBath;45;'^\d{1,3}$'
FullBath;46;'^\d{3,4}$'
FullBath;47;'^\d$'
FullBath;48;'^\d$'
FullBath;49;'^\d$'
HalfBath;0;'^\d+$'
HalfBath;1;'^\d{2,3}$'
HalfBath;2;'^[A-Z]{2}$^C \(all\)$'
HalfBath;3;'^nan$^\d{2,3}\.0$'
HalfBath;4;'^\d{4,6}$'
HalfBath;5;'^[A-Z][a-z]{3}$'
HalfBath;6;'^[A-Za-z]{3,4}$'
HalfBath;7;'^[A-Za-z0-9]{3}$'
HalfBath;8;'^[A-Za-z]{3}$'
HalfBath;9;'^[A-Za-z]{6}$'
HalfBath;10;'^[A-Za-z0-9]+$'
HalfBath;11;'^[A-Z][a-z]{2}$'
HalfBath;12;'^[A-Za-z]{5,7}$'
HalfBath;13;'^[A-Za-z]{4,6}$'
HalfBath;14;'^[A-Za-z]{4,6}$'
HalfBath;15;'^[A-Za-z0-9]{4,6}$'
HalfBath;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
HalfBath;17;'^\d{1,2}$'
HalfBath;18;'^\d$'
HalfBath;19;'^\d{4}$'
HalfBath;20;'^\d{4}$'
HalfBath;21;'^[A-Z][a-z]+$'
HalfBath;22;'^[A-Za-z]+$^Tar\&Grv$'
HalfBath;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
HalfBath;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
HalfBath;25;'^[A-Za-z]+$'
HalfBath;26;'^nan$^\d+\.0$'
HalfBath;27;'^[A-Za-z]{2}$'
HalfBath;28;'^[A-Za-z]{2}$'
HalfBath;29;'^[A-Za-z]{4,6}$'
HalfBath;30;'^[A-Za-z]{2,3}$'
HalfBath;31;'^[A-Za-z]{2,3}$'
HalfBath;32;'^[A-Za-z]{2,3}$'
HalfBath;33;'^[A-Za-z]{3}$'
HalfBath;34;'^\d+$'
HalfBath;35;'^[A-Za-z]{3}$'
HalfBath;36;'^\d+$'
HalfBath;37;'^\d+$'
HalfBath;38;'^\d+$'
HalfBath;39;'^[A-Za-z]{4,5}$'
HalfBath;40;'^[A-Za-z]{2}$'
HalfBath;41;'^[A-Z]$'
HalfBath;42;'^[A-Za-z]{3,5}$'
HalfBath;43;'^\d{3,4}$'
HalfBath;44;'^\d+$'
HalfBath;45;'^\d{1,3}$'
HalfBath;46;'^\d{3,4}$'
HalfBath;47;'^\d$'
HalfBath;48;'^\d$'
HalfBath;49;'^\d$'
HalfBath;50;'^\d$'
BedroomAbvGr;0;'^\d+$'
BedroomAbvGr;1;'^\d{2,3}$'
BedroomAbvGr;2;'^[A-Z]{2}$^C \(all\)$'
BedroomAbvGr;3;'^nan$^\d{2,3}\.0$'
BedroomAbvGr;4;'^\d{4,6}$'
BedroomAbvGr;5;'^[A-Z][a-z]{3}$'
BedroomAbvGr;6;'^[A-Za-z]{3,4}$'
BedroomAbvGr;7;'^[A-Za-z0-9]{3}$'
BedroomAbvGr;8;'^[A-Za-z]{3}$'
BedroomAbvGr;9;'^[A-Za-z]{6}$'
BedroomAbvGr;10;'^[A-Za-z0-9]+$'
BedroomAbvGr;11;'^[A-Z][a-z]{2}$'
BedroomAbvGr;12;'^[A-Za-z]{5,7}$'
BedroomAbvGr;13;'^[A-Za-z]{4,6}$'
BedroomAbvGr;14;'^[A-Za-z]{4,6}$'
BedroomAbvGr;15;'^[A-Za-z0-9]{4,6}$'
BedroomAbvGr;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BedroomAbvGr;17;'^\d{1,2}$'
BedroomAbvGr;18;'^\d$'
BedroomAbvGr;19;'^\d{4}$'
BedroomAbvGr;20;'^\d{4}$'
BedroomAbvGr;21;'^[A-Z][a-z]+$'
BedroomAbvGr;22;'^[A-Za-z]+$^Tar\&Grv$'
BedroomAbvGr;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BedroomAbvGr;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BedroomAbvGr;25;'^[A-Za-z]+$'
BedroomAbvGr;26;'^nan$^\d+\.0$'
BedroomAbvGr;27;'^[A-Za-z]{2}$'
BedroomAbvGr;28;'^[A-Za-z]{2}$'
BedroomAbvGr;29;'^[A-Za-z]{4,6}$'
BedroomAbvGr;30;'^[A-Za-z]{2,3}$'
BedroomAbvGr;31;'^[A-Za-z]{2,3}$'
BedroomAbvGr;32;'^[A-Za-z]{2,3}$'
BedroomAbvGr;33;'^[A-Za-z]{3}$'
BedroomAbvGr;34;'^\d+$'
BedroomAbvGr;35;'^[A-Za-z]{3}$'
BedroomAbvGr;36;'^\d+$'
BedroomAbvGr;37;'^\d+$'
BedroomAbvGr;38;'^\d+$'
BedroomAbvGr;39;'^[A-Za-z]{4,5}$'
BedroomAbvGr;40;'^[A-Za-z]{2}$'
BedroomAbvGr;41;'^[A-Z]$'
BedroomAbvGr;42;'^[A-Za-z]{3,5}$'
BedroomAbvGr;43;'^\d{3,4}$'
BedroomAbvGr;44;'^\d+$'
BedroomAbvGr;45;'^\d{1,3}$'
BedroomAbvGr;46;'^\d{3,4}$'
BedroomAbvGr;47;'^\d$'
BedroomAbvGr;48;'^\d$'
BedroomAbvGr;49;'^\d$'
BedroomAbvGr;50;'^\d$'
BedroomAbvGr;51;'^\d$'
KitchenAbvGr;0;'^\d+$'
KitchenAbvGr;1;'^\d{2,3}$'
KitchenAbvGr;2;'^[A-Z]{2}$^C \(all\)$'
KitchenAbvGr;3;'^nan$^\d{2,3}\.0$'
KitchenAbvGr;4;'^\d{4,6}$'
KitchenAbvGr;5;'^[A-Z][a-z]{3}$'
KitchenAbvGr;6;'^[A-Za-z]{3,4}$'
KitchenAbvGr;7;'^[A-Za-z0-9]{3}$'
KitchenAbvGr;8;'^[A-Za-z]{3}$'
KitchenAbvGr;9;'^[A-Za-z]{6}$'
KitchenAbvGr;10;'^[A-Za-z0-9]+$'
KitchenAbvGr;11;'^[A-Z][a-z]{2}$'
KitchenAbvGr;12;'^[A-Za-z]{5,7}$'
KitchenAbvGr;13;'^[A-Za-z]{4,6}$'
KitchenAbvGr;14;'^[A-Za-z]{4,6}$'
KitchenAbvGr;15;'^[A-Za-z0-9]{4,6}$'
KitchenAbvGr;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
KitchenAbvGr;17;'^\d{1,2}$'
KitchenAbvGr;18;'^\d$'
KitchenAbvGr;19;'^\d{4}$'
KitchenAbvGr;20;'^\d{4}$'
KitchenAbvGr;21;'^[A-Z][a-z]+$'
KitchenAbvGr;22;'^[A-Za-z]+$^Tar\&Grv$'
KitchenAbvGr;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
KitchenAbvGr;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
KitchenAbvGr;25;'^[A-Za-z]+$'
KitchenAbvGr;26;'^nan$^\d+\.0$'
KitchenAbvGr;27;'^[A-Za-z]{2}$'
KitchenAbvGr;28;'^[A-Za-z]{2}$'
KitchenAbvGr;29;'^[A-Za-z]{4,6}$'
KitchenAbvGr;30;'^[A-Za-z]{2,3}$'
KitchenAbvGr;31;'^[A-Za-z]{2,3}$'
KitchenAbvGr;32;'^[A-Za-z]{2,3}$'
KitchenAbvGr;33;'^[A-Za-z]{3}$'
KitchenAbvGr;34;'^\d+$'
KitchenAbvGr;35;'^[A-Za-z]{3}$'
KitchenAbvGr;36;'^\d+$'
KitchenAbvGr;37;'^\d+$'
KitchenAbvGr;38;'^\d+$'
KitchenAbvGr;39;'^[A-Za-z]{4,5}$'
KitchenAbvGr;40;'^[A-Za-z]{2}$'
KitchenAbvGr;41;'^[A-Z]$'
KitchenAbvGr;42;'^[A-Za-z]{3,5}$'
KitchenAbvGr;43;'^\d{3,4}$'
KitchenAbvGr;44;'^\d+$'
KitchenAbvGr;45;'^\d{1,3}$'
KitchenAbvGr;46;'^\d{3,4}$'
KitchenAbvGr;47;'^\d$'
KitchenAbvGr;48;'^\d$'
KitchenAbvGr;49;'^\d$'
KitchenAbvGr;50;'^\d$'
KitchenAbvGr;51;'^\d$'
KitchenAbvGr;52;'^\d$'
KitchenQual;0;'^\d+$'
KitchenQual;1;'^\d{2,3}$'
KitchenQual;2;'^[A-Z]{2}$^C \(all\)$'
KitchenQual;3;'^nan$^\d{2,3}\.0$'
KitchenQual;4;'^\d{4,6}$'
KitchenQual;5;'^[A-Z][a-z]{3}$'
KitchenQual;6;'^[A-Za-z]{3,4}$'
KitchenQual;7;'^[A-Za-z0-9]{3}$'
KitchenQual;8;'^[A-Za-z]{3}$'
KitchenQual;9;'^[A-Za-z]{6}$'
KitchenQual;10;'^[A-Za-z0-9]+$'
KitchenQual;11;'^[A-Z][a-z]{2}$'
KitchenQual;12;'^[A-Za-z]{5,7}$'
KitchenQual;13;'^[A-Za-z]{4,6}$'
KitchenQual;14;'^[A-Za-z]{4,6}$'
KitchenQual;15;'^[A-Za-z0-9]{4,6}$'
KitchenQual;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
KitchenQual;17;'^\d{1,2}$'
KitchenQual;18;'^\d$'
KitchenQual;19;'^\d{4}$'
KitchenQual;20;'^\d{4}$'
KitchenQual;21;'^[A-Z][a-z]+$'
KitchenQual;22;'^[A-Za-z]+$^Tar\&Grv$'
KitchenQual;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
KitchenQual;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
KitchenQual;25;'^[A-Za-z]+$'
KitchenQual;26;'^nan$^\d+\.0$'
KitchenQual;27;'^[A-Za-z]{2}$'
KitchenQual;28;'^[A-Za-z]{2}$'
KitchenQual;29;'^[A-Za-z]{4,6}$'
KitchenQual;30;'^[A-Za-z]{2,3}$'
KitchenQual;31;'^[A-Za-z]{2,3}$'
KitchenQual;32;'^[A-Za-z]{2,3}$'
KitchenQual;33;'^[A-Za-z]{3}$'
KitchenQual;34;'^\d+$'
KitchenQual;35;'^[A-Za-z]{3}$'
KitchenQual;36;'^\d+$'
KitchenQual;37;'^\d+$'
KitchenQual;38;'^\d+$'
KitchenQual;39;'^[A-Za-z]{4,5}$'
KitchenQual;40;'^[A-Za-z]{2}$'
KitchenQual;41;'^[A-Z]$'
KitchenQual;42;'^[A-Za-z]{3,5}$'
KitchenQual;43;'^\d{3,4}$'
KitchenQual;44;'^\d+$'
KitchenQual;45;'^\d{1,3}$'
KitchenQual;46;'^\d{3,4}$'
KitchenQual;47;'^\d$'
KitchenQual;48;'^\d$'
KitchenQual;49;'^\d$'
KitchenQual;50;'^\d$'
KitchenQual;51;'^\d$'
KitchenQual;52;'^\d$'
KitchenQual;53;'^[A-Za-z]{2}$'
TotRmsAbvGrd;0;'^\d+$'
TotRmsAbvGrd;1;'^\d{2,3}$'
TotRmsAbvGrd;2;'^[A-Z]{2}$^C \(all\)$'
TotRmsAbvGrd;3;'^nan$^\d{2,3}\.0$'
TotRmsAbvGrd;4;'^\d{4,6}$'
TotRmsAbvGrd;5;'^[A-Z][a-z]{3}$'
TotRmsAbvGrd;6;'^[A-Za-z]{3,4}$'
TotRmsAbvGrd;7;'^[A-Za-z0-9]{3}$'
TotRmsAbvGrd;8;'^[A-Za-z]{3}$'
TotRmsAbvGrd;9;'^[A-Za-z]{6}$'
TotRmsAbvGrd;10;'^[A-Za-z0-9]+$'
TotRmsAbvGrd;11;'^[A-Z][a-z]{2}$'
TotRmsAbvGrd;12;'^[A-Za-z]{5,7}$'
TotRmsAbvGrd;13;'^[A-Za-z]{4,6}$'
TotRmsAbvGrd;14;'^[A-Za-z]{4,6}$'
TotRmsAbvGrd;15;'^[A-Za-z0-9]{4,6}$'
TotRmsAbvGrd;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
TotRmsAbvGrd;17;'^\d{1,2}$'
TotRmsAbvGrd;18;'^\d$'
TotRmsAbvGrd;19;'^\d{4}$'
TotRmsAbvGrd;20;'^\d{4}$'
TotRmsAbvGrd;21;'^[A-Z][a-z]+$'
TotRmsAbvGrd;22;'^[A-Za-z]+$^Tar\&Grv$'
TotRmsAbvGrd;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
TotRmsAbvGrd;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
TotRmsAbvGrd;25;'^[A-Za-z]+$'
TotRmsAbvGrd;26;'^nan$^\d+\.0$'
TotRmsAbvGrd;27;'^[A-Za-z]{2}$'
TotRmsAbvGrd;28;'^[A-Za-z]{2}$'
TotRmsAbvGrd;29;'^[A-Za-z]{4,6}$'
TotRmsAbvGrd;30;'^[A-Za-z]{2,3}$'
TotRmsAbvGrd;31;'^[A-Za-z]{2,3}$'
TotRmsAbvGrd;32;'^[A-Za-z]{2,3}$'
TotRmsAbvGrd;33;'^[A-Za-z]{3}$'
TotRmsAbvGrd;34;'^\d+$'
TotRmsAbvGrd;35;'^[A-Za-z]{3}$'
TotRmsAbvGrd;36;'^\d+$'
TotRmsAbvGrd;37;'^\d+$'
TotRmsAbvGrd;38;'^\d+$'
TotRmsAbvGrd;39;'^[A-Za-z]{4,5}$'
TotRmsAbvGrd;40;'^[A-Za-z]{2}$'
TotRmsAbvGrd;41;'^[A-Z]$'
TotRmsAbvGrd;42;'^[A-Za-z]{3,5}$'
TotRmsAbvGrd;43;'^\d{3,4}$'
TotRmsAbvGrd;44;'^\d+$'
TotRmsAbvGrd;45;'^\d{1,3}$'
TotRmsAbvGrd;46;'^\d{3,4}$'
TotRmsAbvGrd;47;'^\d$'
TotRmsAbvGrd;48;'^\d$'
TotRmsAbvGrd;49;'^\d$'
TotRmsAbvGrd;50;'^\d$'
TotRmsAbvGrd;51;'^\d$'
TotRmsAbvGrd;52;'^\d$'
TotRmsAbvGrd;53;'^[A-Za-z]{2}$'
TotRmsAbvGrd;54;'^\d{1,2}$'
Functional;0;'^\d+$'
Functional;1;'^\d{2,3}$'
Functional;2;'^[A-Z]{2}$^C \(all\)$'
Functional;3;'^nan$^\d{2,3}\.0$'
Functional;4;'^\d{4,6}$'
Functional;5;'^[A-Z][a-z]{3}$'
Functional;6;'^[A-Za-z]{3,4}$'
Functional;7;'^[A-Za-z0-9]{3}$'
Functional;8;'^[A-Za-z]{3}$'
Functional;9;'^[A-Za-z]{6}$'
Functional;10;'^[A-Za-z0-9]+$'
Functional;11;'^[A-Z][a-z]{2}$'
Functional;12;'^[A-Za-z]{5,7}$'
Functional;13;'^[A-Za-z]{4,6}$'
Functional;14;'^[A-Za-z]{4,6}$'
Functional;15;'^[A-Za-z0-9]{4,6}$'
Functional;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Functional;17;'^\d{1,2}$'
Functional;18;'^\d$'
Functional;19;'^\d{4}$'
Functional;20;'^\d{4}$'
Functional;21;'^[A-Z][a-z]+$'
Functional;22;'^[A-Za-z]+$^Tar\&Grv$'
Functional;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Functional;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
Functional;25;'^[A-Za-z]+$'
Functional;26;'^nan$^\d+\.0$'
Functional;27;'^[A-Za-z]{2}$'
Functional;28;'^[A-Za-z]{2}$'
Functional;29;'^[A-Za-z]{4,6}$'
Functional;30;'^[A-Za-z]{2,3}$'
Functional;31;'^[A-Za-z]{2,3}$'
Functional;32;'^[A-Za-z]{2,3}$'
Functional;33;'^[A-Za-z]{3}$'
Functional;34;'^\d+$'
Functional;35;'^[A-Za-z]{3}$'
Functional;36;'^\d+$'
Functional;37;'^\d+$'
Functional;38;'^\d+$'
Functional;39;'^[A-Za-z]{4,5}$'
Functional;40;'^[A-Za-z]{2}$'
Functional;41;'^[A-Z]$'
Functional;42;'^[A-Za-z]{3,5}$'
Functional;43;'^\d{3,4}$'
Functional;44;'^\d+$'
Functional;45;'^\d{1,3}$'
Functional;46;'^\d{3,4}$'
Functional;47;'^\d$'
Functional;48;'^\d$'
Functional;49;'^\d$'
Functional;50;'^\d$'
Functional;51;'^\d$'
Functional;52;'^\d$'
